topology: 3 3
out: 0 1 0
in: 66 52 29
out: 0 1 0
in: 113 119 181
out: 0 0 1
in: 69 173 251
out: 0 0 1
in: 181 103 138
out: 1 0 0
in: 123 75 72
out: 1 0 0
in: 17 73 175
out: 0 0 1
in: 60 38 83
out: 0 0 1
in: 140 227 197
out: 0 1 0
in: 48 119 139
out: 0 0 1
in: 22 63 14
out: 0 1 0
in: 242 133 152
out: 1 0 0
in: 60 232 204
out: 0 1 0
in: 161 84 203
out: 0 0 1
in: 48 123 193
out: 0 0 1
in: 225 35 162
out: 1 0 0
in: 108 248 6
out: 0 1 0
in: 7 176 238
out: 0 0 1
in: 20 225 129
out: 0 1 0
in: 83 49 251
out: 0 0 1
in: 43 102 132
out: 0 0 1
in: 119 186 139
out: 0 1 0
in: 21 71 216
out: 0 0 1
in: 87 84 204
out: 0 0 1
in: 10 241 199
out: 0 1 0
in: 124 96 100
out: 0 0 1
in: 184 236 126
out: 0 1 0
in: 170 68 214
out: 0 0 1
in: 13 146 50
out: 0 1 0
in: 96 106 57
out: 0 1 0
in: 32 221 231
out: 0 0 1
in: 157 203 129
out: 0 1 0
in: 76 225 25
out: 0 1 0
in: 185 182 68
out: 0 1 0
in: 81 86 141
out: 0 0 1
in: 15 7 77
out: 0 0 1
in: 121 49 201
out: 0 0 1
in: 153 223 190
out: 0 1 0
in: 114 73 0
out: 0 1 0
in: 143 243 16
out: 0 1 0
in: 131 65 72
out: 1 0 0
in: 200 107 211
out: 0 0 1
in: 249 177 81
out: 0 1 0
in: 213 113 35
out: 1 0 0
in: 57 166 55
out: 0 1 0
in: 94 254 54
out: 0 1 0
in: 76 141 233
out: 0 0 1
in: 12 254 38
out: 0 1 0
in: 23 198 24
out: 0 1 0
in: 119 7 156
out: 0 0 1
in: 22 77 208
out: 0 0 1
in: 249 50 112
out: 1 0 0
in: 18 151 34
out: 0 1 0
in: 61 207 234
out: 0 0 1
in: 127 53 240
out: 0 0 1
in: 87 13 238
out: 0 0 1
in: 233 182 239
out: 0 0 1
in: 2 80 186
out: 0 0 1
in: 232 199 191
out: 0 1 0
in: 132 237 116
out: 0 1 0
in: 77 170 162
out: 0 1 0
in: 127 227 154
out: 0 1 0
in: 110 20 12
out: 1 0 0
in: 107 47 190
out: 0 0 1
in: 194 29 4
out: 1 0 0
in: 156 123 22
out: 0 1 0
in: 251 189 245
out: 0 0 1
in: 194 195 106
out: 0 1 0
in: 33 54 116
out: 0 0 1
in: 215 176 63
out: 0 1 0
in: 132 14 5
out: 1 0 0
in: 73 48 17
out: 0 1 0
in: 176 75 181
out: 0 0 1
in: 164 249 112
out: 0 1 0
in: 199 195 41
out: 0 1 0
in: 92 221 121
out: 0 1 0
in: 116 139 51
out: 0 1 0
in: 164 217 39
out: 0 1 0
in: 0 22 207
out: 0 0 1
in: 39 164 165
out: 0 0 1
in: 105 246 148
out: 0 1 0
in: 92 71 91
out: 0 0 1
in: 210 22 183
out: 1 0 0
in: 72 127 95
out: 0 1 0
in: 177 8 2
out: 1 0 0
in: 34 138 25
out: 0 1 0
in: 68 166 166
out: 0 0 1
in: 45 147 0
out: 0 1 0
in: 4 94 198
out: 0 0 1
in: 67 254 177
out: 0 1 0
in: 250 251 138
out: 0 1 0
in: 203 23 95
out: 1 0 0
in: 154 124 93
out: 0 1 0
in: 87 215 56
out: 0 1 0
in: 242 14 223
out: 0 0 1
in: 249 195 151
out: 0 1 0
in: 57 83 235
out: 0 0 1
in: 10 129 187
out: 0 0 1
in: 69 105 182
out: 0 0 1
in: 156 53 159
out: 0 0 1
in: 253 20 110
out: 1 0 0
in: 224 100 183
out: 1 0 0
in: 93 57 158
out: 0 0 1
in: 120 122 155
out: 0 0 1
in: 71 238 61
out: 0 1 0
in: 36 50 85
out: 0 0 1
in: 195 123 140
out: 1 0 0
in: 175 236 132
out: 0 1 0
in: 213 173 3
out: 0 1 0
in: 217 152 24
out: 0 1 0
in: 222 202 143
out: 0 1 0
in: 3 186 160
out: 0 1 0
in: 88 122 90
out: 0 1 0
in: 142 54 162
out: 0 0 1
in: 232 192 120
out: 0 1 0
in: 149 176 143
out: 0 1 0
in: 85 119 193
out: 0 0 1
in: 45 196 74
out: 0 1 0
in: 180 195 65
out: 0 1 0
in: 30 43 201
out: 0 0 1
in: 109 111 192
out: 0 0 1
in: 124 121 180
out: 0 0 1
in: 202 67 153
out: 1 0 0
in: 253 33 172
out: 1 0 0
in: 60 90 195
out: 0 0 1
in: 195 76 40
out: 1 0 0
in: 136 77 4
out: 1 0 0
in: 76 5 233
out: 0 0 1
in: 41 59 249
out: 0 0 1
in: 180 28 92
out: 1 0 0
in: 11 245 43
out: 0 1 0
in: 186 154 91
out: 0 1 0
in: 66 103 200
out: 0 0 1
in: 45 22 39
out: 0 0 1
in: 75 211 131
out: 0 1 0
in: 90 61 201
out: 0 0 1
in: 165 58 120
out: 1 0 0
in: 68 176 140
out: 0 1 0
in: 103 209 228
out: 0 0 1
in: 229 241 58
out: 0 1 0
in: 133 136 231
out: 0 0 1
in: 106 25 120
out: 0 0 1
in: 218 250 72
out: 0 1 0
in: 35 168 79
out: 0 1 0
in: 240 119 170
out: 1 0 0
in: 56 187 180
out: 0 1 0
in: 241 97 239
out: 0 0 1
in: 116 178 32
out: 0 1 0
in: 85 197 106
out: 0 1 0
in: 67 175 171
out: 0 1 0
in: 109 217 171
out: 0 1 0
in: 196 2 125
out: 1 0 0
in: 156 235 81
out: 0 1 0
in: 63 166 154
out: 0 1 0
in: 109 41 87
out: 1 0 0
in: 8 12 91
out: 0 0 1
in: 235 190 204
out: 0 0 1
in: 194 254 109
out: 0 1 0
in: 254 150 54
out: 1 0 0
in: 214 99 55
out: 1 0 0
in: 250 154 209
out: 0 0 1
in: 27 17 21
out: 1 0 0
in: 106 40 75
out: 1 0 0
in: 123 10 13
out: 1 0 0
in: 93 53 205
out: 0 0 1
in: 126 215 222
out: 0 0 1
in: 58 2 214
out: 0 0 1
in: 163 141 88
out: 0 1 0
in: 245 58 130
out: 1 0 0
in: 105 246 147
out: 0 1 0
in: 12 179 159
out: 0 1 0
in: 56 137 224
out: 0 0 1
in: 116 247 114
out: 0 1 0
in: 146 75 204
out: 0 0 1
in: 252 53 243
out: 0 0 1
in: 58 126 231
out: 0 0 1
in: 106 236 241
out: 0 0 1
in: 204 248 211
out: 0 1 0
in: 197 33 235
out: 0 0 1
in: 9 178 104
out: 0 1 0
in: 88 240 106
out: 0 1 0
in: 79 29 80
out: 0 0 1
in: 237 129 217
out: 0 0 1
in: 2 97 6
out: 0 1 0
in: 184 185 24
out: 0 1 0
in: 212 193 162
out: 0 1 0
in: 144 208 198
out: 0 1 0
in: 79 5 144
out: 0 0 1
in: 158 121 46
out: 0 1 0
in: 59 119 125
out: 0 0 1
in: 118 83 224
out: 0 0 1
in: 245 229 239
out: 0 0 1
in: 34 36 126
out: 0 0 1
in: 233 6 211
out: 1 0 0
in: 236 231 45
out: 0 1 0
in: 123 43 54
out: 1 0 0
in: 87 232 102
out: 0 1 0
in: 211 139 51
out: 0 1 0
in: 1 24 61
out: 0 0 1
in: 105 52 100
out: 0 0 1
in: 39 131 77
out: 0 1 0
in: 206 219 17
out: 0 1 0
in: 55 3 94
out: 0 0 1
in: 216 158 59
out: 0 1 0
in: 206 212 113
out: 0 1 0
in: 165 24 165
out: 0 0 1
in: 101 19 194
out: 0 0 1
in: 65 139 25
out: 0 1 0
in: 135 178 244
out: 0 0 1
in: 102 168 252
out: 0 0 1
in: 7 132 253
out: 0 0 1
in: 128 13 180
out: 0 0 1
in: 113 134 182
out: 0 0 1
in: 209 144 117
out: 1 0 0
in: 141 12 27
out: 1 0 0
in: 241 99 157
out: 1 0 0
in: 80 191 4
out: 0 1 0
in: 102 61 179
out: 0 0 1
in: 241 180 224
out: 0 0 1
in: 9 73 182
out: 0 0 1
in: 70 197 94
out: 0 1 0
in: 217 176 136
out: 0 1 0
in: 9 42 224
out: 0 0 1
in: 183 70 242
out: 0 0 1
in: 60 202 84
out: 0 1 0
in: 221 184 92
out: 0 1 0
in: 252 57 108
out: 1 0 0
in: 145 74 170
out: 0 0 1
in: 209 194 69
out: 0 1 0
in: 57 20 16
out: 1 0 0
in: 62 223 33
out: 0 1 0
in: 251 24 1
out: 1 0 0
in: 48 252 204
out: 0 1 0
in: 122 195 47
out: 0 1 0
in: 203 52 89
out: 1 0 0
in: 104 163 109
out: 0 1 0
in: 29 227 19
out: 0 1 0
in: 184 93 116
out: 1 0 0
in: 158 99 170
out: 0 0 1
in: 108 213 238
out: 0 0 1
in: 140 10 56
out: 1 0 0
in: 65 187 104
out: 0 1 0
in: 145 136 215
out: 0 0 1
in: 67 174 9
out: 0 1 0
in: 24 28 249
out: 0 0 1
in: 229 131 48
out: 1 0 0
in: 111 17 31
out: 1 0 0
in: 124 140 123
out: 0 1 0
in: 248 14 101
out: 1 0 0
in: 61 221 237
out: 0 0 1
in: 206 19 92
out: 1 0 0
in: 29 87 219
out: 0 0 1
in: 76 186 253
out: 0 0 1
in: 34 81 138
out: 0 0 1
in: 71 41 77
out: 0 0 1
in: 113 143 26
out: 0 1 0
in: 28 95 154
out: 0 0 1
in: 156 221 108
out: 0 1 0
in: 180 204 231
out: 0 0 1
in: 211 73 216
out: 0 0 1
in: 46 135 149
out: 0 0 1
in: 87 41 183
out: 0 0 1
in: 30 247 140
out: 0 1 0
in: 67 167 82
out: 0 1 0
in: 225 175 171
out: 1 0 0
in: 144 154 178
out: 0 0 1
in: 198 81 215
out: 0 0 1
in: 246 234 220
out: 0 1 0
in: 249 147 49
out: 1 0 0
in: 123 85 246
out: 0 0 1
in: 175 224 86
out: 0 1 0
in: 69 191 26
out: 0 1 0
in: 49 100 122
out: 0 0 1
in: 62 141 72
out: 0 1 0
in: 124 245 61
out: 0 1 0
in: 147 219 191
out: 0 1 0
in: 63 208 13
out: 0 1 0
in: 43 224 190
out: 0 1 0
in: 235 227 175
out: 0 1 0
in: 33 27 12
out: 0 1 0
in: 248 168 102
out: 1 0 0
in: 169 251 253
out: 0 0 1
in: 203 222 105
out: 0 1 0
in: 126 32 189
out: 0 0 1
in: 122 4 156
out: 0 0 1
in: 75 53 232
out: 0 0 1
in: 53 136 70
out: 0 1 0
in: 182 148 66
out: 0 1 0
in: 180 105 101
out: 1 0 0
in: 106 172 220
out: 0 0 1
in: 170 246 57
out: 0 1 0
in: 66 47 68
out: 0 0 1
in: 166 14 213
out: 0 0 1
in: 192 26 45
out: 1 0 0
in: 93 150 192
out: 0 0 1
in: 160 226 98
out: 0 1 0
in: 46 144 144
out: 0 0 1
in: 193 169 35
out: 0 1 0
in: 238 38 208
out: 1 0 0
in: 238 60 250
out: 0 0 1
in: 54 162 243
out: 0 0 1
in: 163 97 23
out: 1 0 0
in: 224 5 57
out: 1 0 0
in: 142 2 245
out: 0 0 1
in: 238 142 136
out: 1 0 0
in: 103 26 89
out: 1 0 0
in: 158 86 163
out: 0 0 1
in: 153 110 153
out: 0 0 1
in: 168 136 35
out: 0 1 0
in: 183 141 108
out: 0 1 0
in: 243 1 31
out: 1 0 0
in: 186 112 15
out: 0 1 0
in: 63 51 172
out: 0 0 1
in: 24 81 36
out: 0 1 0
in: 188 227 159
out: 0 1 0
in: 113 52 182
out: 0 0 1
in: 63 160 118
out: 0 1 0
in: 81 119 180
out: 0 0 1
in: 109 151 47
out: 0 1 0
in: 58 181 16
out: 0 1 0
in: 153 178 158
out: 0 1 0
in: 217 106 2
out: 1 0 0
in: 7 133 161
out: 0 0 1
in: 187 214 187
out: 0 1 0
in: 250 156 217
out: 0 0 1
in: 22 99 226
out: 0 0 1
in: 172 214 160
out: 0 1 0
in: 77 143 160
out: 0 0 1
in: 53 191 147
out: 0 1 0
in: 159 187 219
out: 0 0 1
in: 107 120 176
out: 0 0 1
in: 31 50 78
out: 0 0 1
in: 116 235 64
out: 0 1 0
in: 26 139 109
out: 0 1 0
in: 54 11 227
out: 0 0 1
in: 99 97 101
out: 0 0 1
in: 94 233 172
out: 0 1 0
in: 176 98 218
out: 0 0 1
in: 96 221 163
out: 0 1 0
in: 254 167 215
out: 0 0 1
in: 214 81 21
out: 1 0 0
in: 81 135 146
out: 0 0 1
in: 149 111 82
out: 0 1 0
in: 43 30 164
out: 0 0 1
in: 216 241 133
out: 0 1 0
in: 71 37 38
out: 1 0 0
in: 90 68 158
out: 0 0 1
in: 67 237 75
out: 0 1 0
in: 147 170 12
out: 0 1 0
in: 237 28 66
out: 1 0 0
in: 58 76 183
out: 0 0 1
in: 161 226 15
out: 0 1 0
in: 166 125 194
out: 0 0 1
in: 250 68 50
out: 1 0 0
in: 83 220 140
out: 0 1 0
in: 157 29 153
out: 0 0 1
in: 115 203 148
out: 0 1 0
in: 89 149 55
out: 0 1 0
in: 200 64 138
out: 1 0 0
in: 105 187 36
out: 0 1 0
in: 206 171 56
out: 0 1 0
in: 46 68 80
out: 0 0 1
in: 134 99 205
out: 0 0 1
in: 194 162 40
out: 0 1 0
in: 173 202 9
out: 0 1 0
in: 174 226 68
out: 0 1 0
in: 107 103 93
out: 0 1 0
in: 32 49 189
out: 0 0 1
in: 108 120 151
out: 0 0 1
in: 241 210 110
out: 0 1 0
in: 191 60 109
out: 1 0 0
in: 71 231 40
out: 0 1 0
in: 153 167 23
out: 0 1 0
in: 230 216 144
out: 0 1 0
in: 101 60 236
out: 0 0 1
in: 41 95 64
out: 0 1 0
in: 57 194 176
out: 0 1 0
in: 96 42 209
out: 0 0 1
in: 126 201 222
out: 0 0 1
in: 145 230 141
out: 0 1 0
in: 82 230 179
out: 0 1 0
in: 172 160 65
out: 0 1 0
in: 25 170 137
out: 0 1 0
in: 121 25 13
out: 1 0 0
in: 32 193 14
out: 0 1 0
in: 145 23 145
out: 0 0 1
in: 34 100 111
out: 0 0 1
in: 132 32 0
out: 1 0 0
in: 7 189 192
out: 0 0 1
in: 184 91 38
out: 1 0 0
in: 178 248 152
out: 0 1 0
in: 118 100 118
out: 0 0 1
in: 23 159 13
out: 0 1 0
in: 74 156 74
out: 0 1 0
in: 150 172 67
out: 0 1 0
in: 194 103 59
out: 1 0 0
in: 36 89 251
out: 0 0 1
in: 19 167 220
out: 0 0 1
in: 18 29 134
out: 0 0 1
in: 75 174 208
out: 0 0 1
in: 208 26 123
out: 1 0 0
in: 226 129 43
out: 1 0 0
in: 252 157 213
out: 0 0 1
in: 150 250 101
out: 0 1 0
in: 235 133 213
out: 0 0 1
in: 233 56 20
out: 1 0 0
in: 203 163 187
out: 0 0 1
in: 251 34 134
out: 1 0 0
in: 148 196 62
out: 0 1 0
in: 69 83 24
out: 0 1 0
in: 90 175 43
out: 0 1 0
in: 27 68 247
out: 0 0 1
in: 88 121 78
out: 0 1 0
in: 116 216 79
out: 0 1 0
in: 111 127 200
out: 0 0 1
in: 31 225 251
out: 0 0 1
in: 14 211 70
out: 0 1 0
in: 216 159 85
out: 0 1 0
in: 227 56 121
out: 1 0 0
in: 221 237 159
out: 0 1 0
in: 194 65 109
out: 1 0 0
in: 144 103 186
out: 0 0 1
in: 251 161 245
out: 0 0 1
in: 253 72 82
out: 1 0 0
in: 240 4 253
out: 0 0 1
in: 49 134 222
out: 0 0 1
in: 189 67 121
out: 1 0 0
in: 1 244 52
out: 0 1 0
in: 204 107 187
out: 0 0 1
in: 0 193 140
out: 0 1 0
in: 84 85 165
out: 0 0 1
in: 196 175 207
out: 0 0 1
in: 182 190 150
out: 0 1 0
in: 43 87 120
out: 0 0 1
in: 27 122 56
out: 0 1 0
in: 207 114 253
out: 0 0 1
in: 238 112 176
out: 1 0 0
in: 195 139 93
out: 0 1 0
in: 226 43 241
out: 0 0 1
in: 69 33 102
out: 0 0 1
in: 191 45 80
out: 1 0 0
in: 0 161 108
out: 0 1 0
in: 234 220 22
out: 0 1 0
in: 125 83 40
out: 0 1 0
in: 160 54 168
out: 0 0 1
in: 57 106 86
out: 0 1 0
in: 11 34 55
out: 0 0 1
in: 102 159 223
out: 0 0 1
in: 104 173 189
out: 0 0 1
in: 27 248 176
out: 0 1 0
in: 67 14 151
out: 0 0 1
in: 156 44 233
out: 0 0 1
in: 220 231 11
out: 0 1 0
in: 163 215 193
out: 0 1 0
in: 163 191 80
out: 0 1 0
in: 245 68 189
out: 1 0 0
in: 27 45 101
out: 0 0 1
in: 140 169 238
out: 0 0 1
in: 161 8 94
out: 1 0 0
in: 128 163 78
out: 0 1 0
in: 23 242 34
out: 0 1 0
in: 102 190 188
out: 0 1 0
in: 248 223 17
out: 0 1 0
in: 77 29 55
out: 1 0 0
in: 233 125 121
out: 1 0 0
in: 196 170 217
out: 0 0 1
in: 21 182 172
out: 0 1 0
in: 176 114 181
out: 0 0 1
in: 175 14 95
out: 1 0 0
in: 96 19 210
out: 0 0 1
in: 244 151 208
out: 0 0 1
in: 141 77 218
out: 0 0 1
in: 137 186 70
out: 0 1 0
in: 122 167 124
out: 0 1 0
in: 60 97 26
out: 0 1 0
in: 234 235 174
out: 0 1 0
in: 125 180 4
out: 0 1 0
in: 224 200 98
out: 0 1 0
in: 7 127 205
out: 0 0 1
in: 172 227 97
out: 0 1 0
in: 152 5 58
out: 1 0 0
in: 178 224 194
out: 0 1 0
in: 69 112 62
out: 0 1 0
in: 142 180 158
out: 0 1 0
in: 245 16 12
out: 1 0 0
in: 30 166 49
out: 0 1 0
in: 64 54 154
out: 0 0 1
in: 207 38 82
out: 1 0 0
in: 32 59 142
out: 0 0 1
in: 49 21 180
out: 0 0 1
in: 203 74 30
out: 1 0 0
in: 196 172 180
out: 0 0 1
in: 59 43 234
out: 0 0 1
in: 8 59 153
out: 0 0 1
in: 23 50 64
out: 0 0 1
in: 67 54 16
out: 0 1 0
in: 154 89 248
out: 0 0 1
in: 141 28 203
out: 0 0 1
in: 94 209 7
out: 0 1 0
in: 93 188 17
out: 0 1 0
in: 197 12 59
out: 1 0 0
in: 210 25 230
out: 0 0 1
in: 108 213 170
out: 0 1 0
in: 55 148 7
out: 0 1 0
in: 184 248 216
out: 0 1 0
in: 41 162 211
out: 0 0 1
in: 246 28 212
out: 1 0 0
in: 140 182 197
out: 0 0 1
in: 109 156 106
out: 0 1 0
in: 185 189 191
out: 0 0 1
in: 194 67 114
out: 1 0 0
in: 230 216 124
out: 0 1 0
in: 149 105 197
out: 0 0 1
in: 30 217 158
out: 0 1 0
in: 102 223 188
out: 0 1 0
in: 189 68 225
out: 0 0 1
in: 213 47 246
out: 0 0 1
in: 50 169 46
out: 0 1 0
in: 116 143 14
out: 0 1 0
in: 79 109 127
out: 0 0 1
in: 100 147 77
out: 0 1 0
in: 194 147 31
out: 0 1 0
in: 8 93 218
out: 0 0 1
in: 211 30 106
out: 1 0 0
in: 112 51 121
out: 0 0 1
in: 4 90 252
out: 0 0 1
in: 29 158 235
out: 0 0 1
in: 132 69 73
out: 1 0 0
in: 37 167 56
out: 0 1 0
in: 83 112 138
out: 0 0 1
in: 191 191 209
out: 0 0 1
in: 179 112 2
out: 0 1 0
in: 37 228 35
out: 0 1 0
in: 74 38 119
out: 0 0 1
in: 150 49 237
out: 0 0 1
in: 254 46 117
out: 1 0 0
in: 239 186 106
out: 0 1 0
in: 92 100 80
out: 0 1 0
in: 225 37 54
out: 1 0 0
in: 190 227 238
out: 0 0 1
in: 231 46 250
out: 0 0 1
in: 218 179 195
out: 0 0 1
in: 186 101 200
out: 0 0 1
in: 86 4 174
out: 0 0 1
in: 3 226 15
out: 0 1 0
in: 71 30 18
out: 1 0 0
in: 132 47 209
out: 0 0 1
in: 108 151 250
out: 0 0 1
in: 22 31 110
out: 0 0 1
in: 102 54 179
out: 0 0 1
in: 153 71 5
out: 1 0 0
in: 240 45 221
out: 0 0 1
in: 135 184 144
out: 0 1 0
in: 20 61 107
out: 0 0 1
in: 219 20 134
out: 1 0 0
in: 142 34 213
out: 0 0 1
in: 240 160 102
out: 1 0 0
in: 60 114 154
out: 0 0 1
in: 113 72 218
out: 0 0 1
in: 65 42 127
out: 0 0 1
in: 231 147 243
out: 0 0 1
in: 145 206 78
out: 0 1 0
in: 127 11 58
out: 1 0 0
in: 197 204 155
out: 0 1 0
in: 233 226 173
out: 0 1 0
in: 184 45 86
out: 1 0 0
in: 231 107 158
out: 1 0 0
in: 249 11 92
out: 1 0 0
in: 194 218 52
out: 0 1 0
in: 231 92 96
out: 1 0 0
in: 125 218 248
out: 0 0 1
in: 116 243 133
out: 0 1 0
in: 178 196 87
out: 0 1 0
in: 115 241 4
out: 0 1 0
in: 113 106 54
out: 0 1 0
in: 29 112 160
out: 0 0 1
in: 106 184 136
out: 0 1 0
in: 192 226 163
out: 0 1 0
in: 190 132 20
out: 0 1 0
in: 125 18 141
out: 0 0 1
in: 171 252 17
out: 0 1 0
in: 70 91 184
out: 0 0 1
in: 76 147 16
out: 0 1 0
in: 76 175 19
out: 0 1 0
in: 124 76 121
out: 0 0 1
in: 218 183 76
out: 0 1 0
in: 147 192 93
out: 0 1 0
in: 212 185 79
out: 0 1 0
in: 245 174 163
out: 1 0 0
in: 155 222 64
out: 0 1 0
in: 243 144 122
out: 1 0 0
in: 79 185 124
out: 0 1 0
in: 236 4 184
out: 1 0 0
in: 24 25 54
out: 0 0 1
in: 106 218 126
out: 0 1 0
in: 40 114 197
out: 0 0 1
in: 24 29 149
out: 0 0 1
in: 110 218 180
out: 0 1 0
in: 253 130 126
out: 1 0 0
in: 124 43 100
out: 1 0 0
in: 141 246 30
out: 0 1 0
in: 204 85 12
out: 1 0 0
in: 66 48 183
out: 0 0 1
in: 104 249 85
out: 0 1 0
in: 135 30 27
out: 1 0 0
in: 188 203 205
out: 0 0 1
in: 55 45 5
out: 0 1 0
in: 182 131 103
out: 1 0 0
in: 97 249 18
out: 0 1 0
in: 22 161 94
out: 0 1 0
in: 100 250 237
out: 0 1 0
in: 144 9 173
out: 0 0 1
in: 247 7 14
out: 1 0 0
in: 253 129 52
out: 1 0 0
in: 8 150 75
out: 0 1 0
in: 157 245 209
out: 0 1 0
in: 210 16 5
out: 1 0 0
in: 100 253 58
out: 0 1 0
in: 179 96 159
out: 0 0 1
in: 15 0 68
out: 0 0 1
in: 244 135 249
out: 0 0 1
in: 12 219 217
out: 0 0 1
in: 164 204 44
out: 0 1 0
in: 100 63 144
out: 0 0 1
in: 21 132 22
out: 0 1 0
in: 136 25 12
out: 1 0 0
in: 90 102 153
out: 0 0 1
in: 57 103 144
out: 0 0 1
in: 94 95 225
out: 0 0 1
in: 109 129 36
out: 0 1 0
in: 82 222 195
out: 0 1 0
in: 60 189 121
out: 0 1 0
in: 19 37 41
out: 0 0 1
in: 28 101 158
out: 0 0 1
in: 109 52 246
out: 0 0 1
in: 28 91 83
out: 0 1 0
in: 165 206 24
out: 0 1 0
in: 37 222 204
out: 0 1 0
in: 124 248 225
out: 0 1 0
in: 221 86 25
out: 1 0 0
in: 34 123 236
out: 0 0 1
in: 199 201 118
out: 0 1 0
in: 233 170 161
out: 1 0 0
in: 144 50 210
out: 0 0 1
in: 144 11 191
out: 0 0 1
in: 45 40 137
out: 0 0 1
in: 41 14 68
out: 0 0 1
in: 228 148 217
out: 0 0 1
in: 185 18 215
out: 0 0 1
in: 253 25 167
out: 1 0 0
in: 1 107 118
out: 0 0 1
in: 24 118 241
out: 0 0 1
in: 59 82 1
out: 0 1 0
in: 56 7 71
out: 0 0 1
in: 231 240 183
out: 0 1 0
in: 93 243 109
out: 0 1 0
in: 71 144 52
out: 0 1 0
in: 26 185 119
out: 0 1 0
in: 161 15 37
out: 1 0 0
in: 245 183 153
out: 1 0 0
in: 245 45 66
out: 1 0 0
in: 45 99 157
out: 0 0 1
in: 9 8 102
out: 0 0 1
in: 4 171 77
out: 0 1 0
in: 145 207 211
out: 0 0 1
in: 230 170 201
out: 0 0 1
in: 173 90 105
out: 1 0 0
in: 137 72 196
out: 0 0 1
in: 51 219 56
out: 0 1 0
in: 113 88 102
out: 0 0 1
in: 136 128 12
out: 0 1 0
in: 178 63 132
out: 1 0 0
in: 226 107 101
out: 1 0 0
in: 56 223 224
out: 0 0 1
in: 155 133 97
out: 0 1 0
in: 29 62 175
out: 0 0 1
in: 57 85 210
out: 0 0 1
in: 96 204 84
out: 0 1 0
in: 71 153 32
out: 0 1 0
in: 10 110 110
out: 0 0 1
in: 157 94 205
out: 0 0 1
in: 248 63 75
out: 1 0 0
in: 71 45 131
out: 0 0 1
in: 94 75 188
out: 0 0 1
in: 112 100 134
out: 0 0 1
in: 195 10 208
out: 0 0 1
in: 203 198 25
out: 0 1 0
in: 96 151 133
out: 0 1 0
in: 154 100 151
out: 0 0 1
in: 37 184 113
out: 0 1 0
in: 246 113 13
out: 1 0 0
in: 128 158 140
out: 0 1 0
in: 147 59 140
out: 0 0 1
in: 63 69 252
out: 0 0 1
in: 37 116 3
out: 0 1 0
in: 14 30 44
out: 0 0 1
in: 91 58 83
out: 0 0 1
in: 1 131 235
out: 0 0 1
in: 165 192 34
out: 0 1 0
in: 191 169 180
out: 0 0 1
in: 177 47 209
out: 0 0 1
in: 176 26 11
out: 1 0 0
in: 173 121 98
out: 1 0 0
in: 166 159 243
out: 0 0 1
in: 7 252 152
out: 0 1 0
in: 210 200 214
out: 0 0 1
in: 176 19 0
out: 1 0 0
in: 33 187 51
out: 0 1 0
in: 46 26 55
out: 0 0 1
in: 134 27 221
out: 0 0 1
in: 151 36 155
out: 0 0 1
in: 97 132 148
out: 0 0 1
in: 90 41 136
out: 0 0 1
in: 25 183 103
out: 0 1 0
in: 78 184 89
out: 0 1 0
in: 85 225 55
out: 0 1 0
in: 96 209 185
out: 0 1 0
in: 248 132 11
out: 1 0 0
in: 63 103 24
out: 0 1 0
in: 204 0 59
out: 1 0 0
in: 173 99 188
out: 0 0 1
in: 8 251 212
out: 0 1 0
in: 94 14 83
out: 1 0 0
in: 109 134 192
out: 0 0 1
in: 233 174 254
out: 0 0 1
in: 66 251 133
out: 0 1 0
in: 166 244 114
out: 0 1 0
in: 72 107 5
out: 0 1 0
in: 34 70 191
out: 0 0 1
in: 249 220 78
out: 0 1 0
in: 57 169 235
out: 0 0 1
in: 216 39 249
out: 0 0 1
in: 14 187 240
out: 0 0 1
in: 179 27 220
out: 0 0 1
in: 175 221 22
out: 0 1 0
in: 235 45 129
out: 1 0 0
in: 125 220 48
out: 0 1 0
in: 50 42 216
out: 0 0 1
in: 133 190 156
out: 0 1 0
in: 1 243 187
out: 0 1 0
in: 175 185 13
out: 0 1 0
in: 5 132 58
out: 0 1 0
in: 42 179 74
out: 0 1 0
in: 63 107 79
out: 0 1 0
in: 187 38 37
out: 1 0 0
in: 226 177 113
out: 0 1 0
in: 0 219 216
out: 0 1 0
in: 191 254 61
out: 0 1 0
in: 30 55 53
out: 0 1 0
in: 190 80 109
out: 1 0 0
in: 54 246 86
out: 0 1 0
in: 220 253 9
out: 0 1 0
in: 211 12 93
out: 1 0 0
in: 119 203 199
out: 0 1 0
in: 171 141 94
out: 0 1 0
in: 79 126 5
out: 0 1 0
in: 236 60 199
out: 1 0 0
in: 134 111 139
out: 0 0 1
in: 103 203 151
out: 0 1 0
in: 49 227 207
out: 0 1 0
in: 44 197 30
out: 0 1 0
in: 68 65 81
out: 0 0 1
in: 179 50 13
out: 1 0 0
in: 252 37 254
out: 0 0 1
in: 28 248 51
out: 0 1 0
in: 35 20 0
out: 0 1 0
in: 245 192 176
out: 0 1 0
in: 218 201 84
out: 0 1 0
in: 6 131 35
out: 0 1 0
in: 37 14 129
out: 0 0 1
in: 155 20 17
out: 1 0 0
in: 102 190 202
out: 0 0 1
in: 91 8 165
out: 0 0 1
in: 204 153 212
out: 0 0 1
in: 68 59 236
out: 0 0 1
in: 252 118 67
out: 1 0 0
in: 15 89 240
out: 0 0 1
in: 210 43 194
